X,Y,OBJECTID,status,eventIsland,directLineDistance1,directLineDistance2,directLineDistance3,eventDescription,eventType,expectedResolution,impact,planned,restrictions,startDate,endDate,informationSource,supplier,eventCreated,eventModified,GDB_GEOMATTR_DATA,GlobalID,eventComments,locationArea,alternativeRoute,eventId,CreationDate,Creator,EditDate,Editor
1623804.46013944,5431793.85789342,100378,Scheduled,South Island,,,,Other,Road Work,25/09/2023 05:00,Delays,true,,2023/09/24 08:00:00.790+00,2023/09/24 17:00:00.790+00,NZTA,Official,2023/09/20 23:38:42.337+00,2023/09/21 00:19:45.523+00,,7bd495d3-0aa8-4de8-ac40-bf739817f271,,SH 6 Trafalgar Roundabout,,442911,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1883539.65461984,5774155.32580734,100379,Scheduled,North Island,0.79 km northeast of Utuhina,1.62 km southwest of Ohinemutu,1.63 km northwest of Glenholme,Bridge Repairs,Road Work,15/10/2023 23:59,Road Closed,true,,2023/09/24 19:00:00+00,2023/10/15 11:59:00+00,NMC,Official,2023/08/31 21:26:46.937+00,2023/09/21 21:09:48.537+00,,a80b1f87-e6ab-49d0-b1ed-a6e6dae2db4a,,SH 5 Malfroy St to Lake Rd (Old Taupo Rd),,440116,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1535122.74435561,5374594.4798555,100381,Resolved,South Island,,,,Breakdown,Road Hazard,Until further notice,Caution,false,,2023/09/20 23:35:06.547+00,2023/09/21 02:02:51+00,Police,Official,2023/09/20 23:35:07.047+00,2023/09/21 02:03:27.833+00,,9703f5ef-269c-410e-ad6c-dec0ba4b12a8,,"SH 6 Fern Flat, at O'Sullivans Bridge",,442909,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1296658.07292453,5043603.52190358,100382,Active,South Island,,,,Road Construction,Road Work,Until further notice,Caution,true,,2023/08/21 21:00:00.360+00,2023/10/22 04:00:00.360+00,NZTA,Official,2023/08/21 21:49:04.177+00,2023/09/18 21:43:19.947+00,,287f6cce-de47-4612-83d1-3699ab4bd3b3,,"SH 6/84 Albert Town, at the intersection of State Highway 6 and State Highway 84",,439323,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1694624.16411244,5674087.99327479,100383,Scheduled,North Island,,,,Other,Road Work,30/09/2023 06:00,Caution,true,,2023/09/25 07:00:00.587+00,2023/09/29 19:00:00.587+00,NZTA,Official,2023/09/21 01:35:03.267+00,2023/09/21 01:35:10.653+00,,037b933c-2313-4432-bb8a-d00b38ec9e7e,,"SH 3 Welbourn, at the intersection with Junction Street",,442943,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1732014.8287868,5952273.91620601,100384,Resolved,North Island,1.85 km southwest of Makarau,3.52 km northwest of Kanohi,4.64 km southeast of Kakanui,Other,Road Work,22/09/2023 06:59,Caution,true,,2023/09/17 19:00:00+00,2023/09/21 18:59:00+00,NMC,Official,2023/09/15 03:40:10.717+00,2023/09/21 18:59:39.360+00,,b9c5a81b-5ad3-4c49-bafc-88719999f477,,SH 16 Kaukapakapa,,441377,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1883578.71930308,5773969.42655286,100385,Resolved,North Island,0.67 km northeast of Utuhina,1.45 km northwest of Glenholme,1.50 km north of Hillcrest,Resurfacing,Road Work,22/09/2023 05:00,Delays,true,,2023/09/17 08:00:00+00,2023/09/21 17:00:00+00,NMC,Official,2023/09/11 02:15:39.337+00,2023/09/21 17:00:47.717+00,,ec665f1c-2149-4170-9644-b83673f87ebf,,SH 5 La Trobe Place to Malfroy Road,,440986,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1791346.39712108,5749546.51420906,100386,Active,North Island,0.55 km north of Waiteti,5.20 km east of Tanehopuwai,6.22 km south of Te Kuiti,Other,Road Work,Until further notice,Caution,true,,2023/08/09 21:11:00+00,2023/10/30 12:00:00+00,NMC,Official,2023/08/09 21:12:14.620+00,2023/09/21 21:18:40.087+00,,d63bc6ab-73ef-4331-826b-95adb84d0951,,SH 30 Te Kuiti,,437257,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1774875.89162169,5887384.89630391,100387,Resolved,North Island,1.71 km east of Ramarama,3.97 km southeast of Runciman,5.03 km south of Drury,Maintenance,Road Work,22/09/2023 03:41,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 15:41:18.277+00,NZTA,Official,2023/09/20 23:48:48.240+00,2023/09/21 15:41:17.193+00,,4f87cbb8-22ef-41e1-bf8d-86421de30ce7,,SH 1 Ramarama On-ramp Northbound,,442920,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1800831.92804216,5830625.14636295,100388,Resolved,North Island,0.92 km southeast of Komakorau,3.29 km northwest of Gordonton,5.52 km east of Kainui,Maintenance,Road Work,Until further notice,Caution,true,,2023/09/20 21:50:00+00,2023/09/21 06:00:00+00,NMC,Official,2023/09/20 21:52:54.237+00,2023/09/21 06:01:50.013+00,,a3f41709-aff1-40dd-8c58-612a79ff131c,,SH 1B Taupiri,,442895,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1298086.80340805,5045406.19428304,100389,Resolved,South Island,,,,Traffic Signal Fault,Road Hazard,Until further notice,Caution,false,,2023/09/21 01:52:15.310+00,2023/09/21 02:34:16+00,NZTA,Official,2023/09/21 01:52:15.730+00,2023/09/21 02:35:05.233+00,,e8bd423a-4a73-48ae-9b68-0fd6034967dd,,SH 6 Albert Town River Bridge,,442947,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1302776.2513074,5103510.67253885,100390,Active,South Island,,,,Slip,Road Hazard,Until further notice,Road Closed,false,,2023/09/20 21:07:06.583+00,,Fire Service,Official,2023/09/20 21:07:06.990+00,2023/09/21 02:54:21.577+00,,bae40d4a-beed-4c08-aa11-953732c08b5a,,SH 6 Haast to Makarora,,442883,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1435848.55340143,5019704.2277193,100391,Active,South Island,,,,Other,Road Work,02/10/2023 18:00,Caution,true,,2023/08/30 18:00:00.817+00,,NZTA,Official,2023/08/27 20:21:34.217+00,2023/09/03 21:18:11.237+00,,cc6df83f-da39-4586-8528-91ced48e35c9,,"SH 83 Peebles, near the intersection with Ridge Road",,439792,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1497307.02763146,5136258.88545186,100392,Active,South Island,0.24 km northwest of Tinwald,2.31 km southwest of Ashburton,3.12 km southwest of Hampstead,Road Construction,Road Work,Until further notice,Delays,true,,2023/07/17 05:41:00+00,2024/06/30 05:00:00+00,NMC,Official,2023/07/17 06:04:48.897+00,2023/09/13 03:39:18.733+00,,e7d42ed1-134a-4869-b9af-92e67bdf91f5,,"SH 1 Tinwald, Ashburton",,433995,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1513952.4300909,5402050.5880759,100393,Active,South Island,,,,Maintenance,Road Work,22/09/2023 17:00,Road Closed - will be opened at defined intervals,true,,2023/09/17 19:30:00+00,2023/09/22 05:00:00+00,NZTA,Official,2023/09/18 01:42:26.470+00,2023/09/21 19:30:09.597+00,,629ac136-cbab-4edd-b14d-541793e0d18e,,SH 67 Karamea Highway north of Corbyvale,,441643,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1711133.01504793,6041283.93406638,100394,Resolved,North Island,1.89 km northwest of Otaika Valley,3.24 km east of Maungatapere,5.06 km southwest of Maunu,Resurfacing,Road Work,22/09/2023 05:00,Delays,true,,2023/09/21 07:00:00+00,2023/09/21 17:00:00+00,NMC,Official,2023/09/19 02:13:07.867+00,2023/09/21 17:00:47.120+00,,61cd92f1-d87c-4133-9e06-b5fa93737c11,,SH 15 Maungatapere,,442738,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1790940.95870402,5497640.89770788,100395,Resolved,North Island,,,,Crash,Road Hazard,Until further notice,Caution,false,,2023/09/21 05:40:35.270+00,2023/09/21 07:31:08+00,NZTA,Official,2023/09/21 05:40:35.683+00,2023/09/21 07:31:21.453+00,,efb20583-9cc0-4dfc-bd45-105e2993f922,,"SH 1 Ohau to Levin, near the State Highway 57 Intersection",,442977,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1887798.33419852,5773181.78347456,100396,Active,North Island,0.96 km northwest of Lynmore,1.45 km east of Ngapuna,1.92 km east of Rotorua,Road Construction,Road Work,Until further notice,Delays,true,,2023/04/04 20:47:00+00,2024/04/04 12:00:00+00,NMC,Official,2023/04/04 20:48:35.890+00,2023/09/10 20:07:22.367+00,,40403b92-f5b1-4466-9e57-16d4c29a9495,,SH 30 Rotorua to (SH33) Tikitere,,420626,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1772095.17209063,5785136.71326886,100397,Resolved,North Island,3.39 km southeast of Oparau,5.14 km northeast of Hauturu,8.34 km west of Te Rauamoa,Other,Road Work,Until further notice,Caution,true,,2023/08/10 21:28:00+00,2023/09/29 12:00:00+00,NMC,Official,2023/08/10 21:29:35.363+00,2023/09/03 21:24:04.073+00,,5ccee7e1-1d52-4ddf-8d22-c86bb16c7ced,,SH 31 Oparau,,437383,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1370085.85782076,5103300.78479648,100398,Active,South Island,,,,Fire,Road Hazard,Until further notice,Caution,false,,2023/09/20 08:03:00+00,,NZTA,Official,2023/09/20 08:03:04.057+00,2023/09/21 22:09:28.137+00,,12528213-4db4-4291-bd55-0aff09281903,,"SH 80 Lake Pukaki, at the intersection with SH8",,442855,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
2048416.63920771,5829256.61759073,100399,Active,North Island,5.61 km west of Potaka,6.99 km east of Whangaparaoa,9.28 km east of Otamaroa,Resurfacing,Road Work,22/09/2023 17:00,Delays,true,,2023/09/17 19:00:00+00,2023/09/22 05:00:00+00,NMC,Official,2023/09/15 02:52:43.793+00,2023/09/17 19:00:12.367+00,,a9076b29-b4cf-46fd-b171-12fdd09fc653,,SH 35 Opotiki to Te Araroa,,441365,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1793662.66656635,5799889.31213543,100400,Resolved,North Island,1.74 km northeast of Te Rore,3.56 km south of Ngahinapouri,4.11 km northwest of Paterangi,Other,Road Work,Until further notice,Caution,true,,2023/09/20 21:42:00+00,2023/09/21 07:00:00+00,NMC,Official,2023/09/20 21:43:04.577+00,2023/09/21 07:00:16.917+00,,1c91a0b4-fbe7-4a4d-9465-c5dc516d5384,,SH 39 Ngahinapouri,,442891,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1382843.40513216,4907136.32912403,100401,Active,South Island,,,,Bridge Repairs,Road Work,18/12/2023 17:00,Delays,true,,2023/09/13 19:00:00+00,2023/12/18 05:00:00+00,NZTA,Official,2023/09/07 21:14:10.093+00,2023/09/14 10:35:18.637+00,,1bc7cf91-7c2b-4e27-8a76-eaf1d47f5402,,"SH 1 Otokia, at the Taieri River Bridge",,440689,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1687082.02611393,5353805.17101842,100402,Scheduled,South Island,,,,Resurfacing,Road Work,03/10/2023 19:00,Delays,true,,2023/10/02 18:00:00.887+00,2023/10/03 07:00:00.887+00,NZTA,Official,2023/09/17 22:50:59.607+00,2023/09/17 22:51:03.713+00,,07c910b7-5efc-49b8-8034-7bc0e6980ddd,,SH 1 5km north of Kekerengu,,441606,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1766771.79468632,5903994.90059674,100403,Resolved,North Island,1.08 km northeast of Wiri,1.63 km southeast of Puhinui,2.53 km north of Homai,Maintenance,Road Work,22/09/2023 03:45,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 15:45:47.693+00,NZTA,Official,2023/09/20 23:54:04.577+00,2023/09/21 15:45:46.607+00,,9ed97b06-a7ba-48ab-9035-a7ddd8632c23,,SH 20 Lambie Dr On-ramp Southbound,,442924,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1776219.23542913,5881525.27799378,100406,Resolved,North Island,0.91 km south of Bombay,4.43 km east of Pukekohe East,5.73 km northeast of Harrisville,Maintenance,Road Work,22/09/2023 03:55,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 15:55:10.843+00,NZTA,Official,2023/09/20 23:30:06.753+00,2023/09/21 15:55:09.763+00,,96b4420c-22bc-4168-9751-65835cd3ac71,,"SH 1 Full Closure Bombay to Papakura, Northbound",,442905,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1758166.50035429,5435770.29550982,100408,Resolved,North Island,,,,Breakdown,Road Hazard,Until further notice,Caution,false,,2023/09/21 07:21:37.353+00,2023/09/21 08:15:18+00,Police,Official,2023/09/21 07:21:37.840+00,2023/09/21 08:15:39.693+00,,cafa1225-32f8-4c5a-959d-4d84da9eeaf9,,"SH 2 Petone, prior to Dowse Drive offramp (southbound)",,442988,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1793954.32542857,5802740.64517779,100409,Resolved,North Island,1.08 km southeast of Ngahinapouri,3.95 km south of Tuhikaramea,4.49 km north of Te Rore,Services,Road Work,Until further notice,Caution,true,,2023/09/20 21:40:00+00,2023/09/21 07:00:00+00,NMC,Official,2023/09/20 21:41:37.870+00,2023/09/21 07:00:16.820+00,,efc9d028-0e17-4b14-9a8a-8496331f2a4a,,SH 39 Ngahinapouri,,442890,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1804157.64277282,5813736.80425154,100410,Active,North Island,1.95 km east of Hamilton East,3.55 km southwest of Newstead,3.68 km east of Hamilton West,Other,Road Work,Until further notice,Caution,true,,2023/08/07 22:14:00+00,2023/09/29 18:00:00+00,NMC,Official,2023/08/07 22:15:52.343+00,2023/08/30 22:00:16.060+00,,26ff18b8-c127-48cb-8ebc-f54478ed40e6,,SH 1C Hillcrest,,437067,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1794781.78052529,5833895.03186835,100411,Resolved,North Island,1.60 km east of Taupiri,2.38 km north of Kainui,3.77 km northeast of Hopuhopu,Resurfacing,Road Work,Until further notice,Caution,true,,2023/09/08 02:54:00+00,2023/09/21 18:00:00+00,NMC,Official,2023/09/08 03:00:09.977+00,2023/09/21 18:01:14.587+00,,47cd5a61-9b6c-4995-b3b3-1f0a79ac448b,,SH 1B Taupiri Interchange,,440744,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1756983.4423666,5926252.54478406,100412,Resolved,North Island,1.10 km south of Takapuna,1.42 km west of Hauraki,2.06 km east of Northcote Central,Maintenance,Road Work,22/09/2023 04:23,Road Closed,true,,2023/09/21 10:00:00+00,2023/09/21 16:23:56.623+00,NZTA,Official,2023/09/20 23:24:42.960+00,2023/09/21 16:23:55.513+00,,d2c0809e-7b2f-4e75-a9aa-7ea7549d0d9a,,"SH 1 Full Closure Esmonde Rd to Onewa Rd, Southbound",,442903,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1433123.59402199,5029071.4583101,100413,Active,South Island,,,,Bridge Repairs,Road Work,14/01/2024 00:00,Caution,true,,2021/12/17 05:49:00+00,2024/01/13 12:00:00+00,NMC,Official,2021/12/17 05:56:07.307+00,2023/01/23 02:37:32.377+00,,bcc346a0-5f04-430a-9261-ce90698f2b18,,SH 82 Waimate to Kurow (Elephant Hill Stream Bridge),,368669,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1768072.46802116,5904340.53929926,100414,Resolved,North Island,1.84 km southwest of Flat Bush,2.19 km northeast of Wiri,2.70 km east of Puhinui,Maintenance,Road Work,22/09/2023 04:03,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 16:03:53.883+00,NZTA,Official,2023/09/20 23:42:48.280+00,2023/09/21 16:03:52.807+00,,996992a8-4f3d-4692-a826-d665a2a7b86c,,SH 1 Redoubt Rd On-ramp Southbound,,442914,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1936318.82542879,5611117.07128917,100415,Active,North Island,,,,Other,Road Work,05/10/2023 06:00,Delays,true,,2023/09/17 08:00:00+00,2023/10/04 18:00:00+00,NZTA,Official,2023/09/05 00:08:24.847+00,2023/09/17 08:01:45.457+00,,0d168762-bd6a-4a24-843a-1fea3be9dfe3,,"SH 51 Clive, between the intersections of Williamson Road and School Road",,440424,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1283658.18722985,4880138.55717951,100417,Resolved,South Island,,,,Flooding,Road Hazard,Until further notice,Caution,false,,2023/09/21 06:36:01.770+00,2023/09/21 07:59:48+00,NZTA,Official,2023/09/21 06:36:02.187+00,2023/09/21 08:00:13.580+00,,dadce7cd-98e0-4a05-9828-7d337a0f8336,,"SH 1 Gore, At the intersection of Jubilee Avenue",,442981,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1586917.54112527,5235993.50372887,100418,Scheduled,South Island,,,,Resurfacing,Road Work,13/10/2023 19:00,Caution,true,,2023/10/12 18:00:00.093+00,2023/10/13 07:00:00.093+00,NZTA,Official,2023/09/17 23:20:25.147+00,2023/09/17 23:20:29.937+00,,e41cd541-87ed-4479-8962-dd71edc911a1,,SH 1 Omihi,,441617,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1575279.03325344,5178271.79601786,100419,Scheduled,South Island,,,,Pavement Repairs,Road Work,26/09/2023 06:00,Caution,true,,2023/09/25 06:00:00.613+00,2023/09/25 18:00:00.613+00,NZTA,Official,2023/08/29 23:07:33.653+00,2023/09/15 00:00:51.547+00,,4e73d521-e19a-402d-8f09-6dda7f0136fa,,SH 74 Ti Rakau Drive,,439971,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1575697.46614975,5178800.76335077,100420,Scheduled,South Island,,,,Pavement Repairs,Road Work,25/09/2023 06:00,Delays,true,,2023/09/24 06:00:00+00,2023/09/24 18:00:00+00,NZTA,Official,2023/08/29 23:08:18.627+00,2023/09/15 00:01:36.600+00,,ef649c04-d35d-4247-8892-431a3fc7eb45,,SH 74 Maces Road,,439972,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1808585.99766169,5819907.92662152,100422,Active,North Island,4.58 km north of Newstead,4.77 km west of Eureka,4.95 km southeast of Puketaha,Maintenance,Road Work,Until further notice,Road Closed,true,,2023/02/01 23:55:00+00,2024/04/30 12:00:00+00,NZTA,Official,2023/02/01 23:55:58.720+00,2023/08/15 21:12:53.547+00,,8ecf145d-8be1-4e9f-a6c4-f01fb38617fc,,SH 1B Telephone Rd/Holland Rd intersection,,414059,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1258809.30053641,5004169.84499234,100424,Active,South Island,,,,Other,Road Work,27/10/2023 06:00,Caution,true,,2023/09/17 08:00:00+00,2023/10/27 18:00:00+00,NZTA,Official,2023/09/03 22:11:54.653+00,2023/09/19 21:16:13.853+00,,42a2cb6d-7713-4c93-a0f1-f3990cc81e1f,,"SH 6A Queenstown, between the intersections of Melbourne Street and Dublin Street",,440311,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1767881.24459069,5904660.80459428,100425,Resolved,North Island,1.65 km southwest of Flat Bush,2.26 km northeast of Wiri,2.46 km east of Puhinui,Maintenance,Road Work,22/09/2023 03:48,Road Closed,true,,2023/09/21 10:00:00+00,2023/09/21 15:48:09.830+00,NZTA,Official,2023/09/20 23:28:14.833+00,2023/09/21 15:48:08.773+00,,1d6e03f1-f12d-488e-a4a5-5232a204368e,,"SH 1 Full Closure Manukau to Papakura (incl. SH20 Link West), Southbound",,442904,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1792529.29026242,5774637.03309446,100426,Resolved,North Island,0.50 km east of Kahotea,2.31 km northwest of Otorohanga,4.04 km northeast of Te Raumauku,Other,Road Work,Until further notice,Caution,true,,2023/09/20 21:37:00+00,2023/09/21 07:00:00+00,NMC,Official,2023/09/20 21:38:28.030+00,2023/09/21 07:00:16.713+00,,e3a109bb-df71-4349-b39f-b50f802787c7,,SH 31 Otorohanga,,442888,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1769983.60207978,5899256.664204,100427,Resolved,North Island,0.42 km north of Takanini,1.50 km north of Takanini,1.55 km south of Manurewa East,Maintenance,Road Work,22/09/2023 03:43,Road Closed,true,,2023/09/21 09:30:00+00,2023/09/21 15:43:13.403+00,NZTA,Official,2023/09/20 23:45:29.250+00,2023/09/21 15:43:12.670+00,,0f97d219-a5ff-48b1-aece-272259440cd3,,SH 1 Takanini On-ramp Southbound,,442918,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1264073.37877345,4860971.92460145,100428,Active,South Island,,,,Road Construction,Road Work,Until further notice,Delays,true,,2023/09/10 19:00:00+00,2023/12/22 06:00:00+00,NZTA,Official,2023/08/31 23:11:03.803+00,2023/09/12 01:37:31.520+00,,5d34e919-ce2c-4989-8778-1c4a30dc6a39,,"SH 1 Dacre, at the intersection with Dacre-Morton Mains Road",,440126,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1859223.55503502,5834045.38431044,100429,Active,North Island,0.96 km northwest of Aongatete,3.18 km north of Wainui North,6.26 km southeast of Katikati,Road Construction,Road Work,30/12/2023 08:00,Caution,true,,2022/12/13 22:56:00+00,2023/12/29 20:00:00+00,NMC,Official,2022/12/13 22:58:47.737+00,2023/09/08 02:18:39.130+00,,4ef98d05-042f-4fdf-b0c4-3a0cfc35b880,,SH 2 Katikati to Tauranga,,409502,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
2012395.54258533,5809649.32784668,100430,Active,North Island,0.14 km east of Waiorore,1.25 km south of Hariki Beach,2.98 km south of Te Kaha,Resurfacing,Road Work,26/09/2023 17:00,Delays,true,,2023/09/18 19:00:00+00,2023/09/26 05:00:00+00,NMC,Official,2023/09/15 03:06:19.670+00,2023/09/18 19:01:29.717+00,,5f51971e-c5eb-4dd3-a453-0227c3c6b8ec,,SH 35 Waiorere to Maraenui,,441369,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1684204.88492521,5428486.07228768,100431,Active,South Island,,,,Maintenance,Road Work,Until further notice,Road Closed,true,,2023/07/25 00:17:10.833+00,2024/07/25 00:17:10.833+00,NZTA,Official,2023/07/25 00:23:16.963+00,2023/07/25 00:23:21.937+00,,608fe68a-d899-4169-9b0a-3f0559020573,,"SH N/A Picton, Dublin Street",,435799,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1274583.91339297,4876700.29764238,100432,Resolved,South Island,,,,Flooding,Road Hazard,Until further notice,Caution,false,,2023/09/21 02:17:31.240+00,2023/09/21 08:14:15+00,Fire Service,Official,2023/09/21 02:17:31.727+00,2023/09/21 08:14:39.607+00,,7cf7d3df-5efe-4d05-b9d4-b637cbc4a58e,,"SH 96 Te Tipua, at the Titipua Stream Bridge.",,442951,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1816453.04775171,5823225.57273106,100433,Active,North Island,2.90 km south of Motumaoho,4.49 km northeast of Eureka,5.74 km west of Tahuroa,Resurfacing,Road Work,Until further notice,Caution,true,,2023/09/11 01:24:00+00,2023/10/13 05:00:00+00,NMC,Official,2023/09/11 01:34:54.933+00,2023/09/11 01:34:54.933+00,,c749b77e-29ea-4746-b4fb-ecd477269102,,SH 26 Motumaoho to Te Aroha,,440983,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1766770.78116779,5903994.33394343,100434,Resolved,North Island,1.07 km northeast of Wiri,1.63 km southeast of Puhinui,2.53 km north of Homai,Maintenance,Road Work,22/09/2023 03:48,Road Closed,true,,2023/09/21 10:00:00+00,2023/09/21 15:48:51.043+00,NZTA,Official,2023/09/20 23:36:44.280+00,2023/09/21 15:48:50.293+00,,d2f1d6cd-d0a6-4662-8b75-b51b7f841e85,,"SH 20 Full Closure Lambie Dr to SH1 Links, Southbound",,442910,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1748701.89494893,5945731.77258435,100435,Resolved,North Island,0.51 km southwest of Silverdale,2.76 km east of Pine Valley,3.77 km southwest of Red Beach,Maintenance,Road Work,22/09/2023 04:37,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 16:37:50.283+00,NZTA,Official,2023/09/20 23:20:42.180+00,2023/09/21 16:37:49.147+00,,fe69779c-e407-4f23-a29f-68bb74ab04aa,,"SH 1 Full Closure Silverdale to Oteha Valley Rd, Southbound",,442902,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
