X,Y,OBJECTID,status,eventIsland,directLineDistance1,directLineDistance2,directLineDistance3,eventDescription,eventType,expectedResolution,impact,planned,restrictions,startDate,endDate,informationSource,supplier,eventCreated,eventModified,GDB_GEOMATTR_DATA,GlobalID,eventComments,locationArea,alternativeRoute,eventId,CreationDate,Creator,EditDate,Editor
1589450.8728648,5238048.87299207,100436,Scheduled,South Island,,,,Resurfacing,Road Work,12/10/2023 19:00,Delays,true,,2023/10/11 18:00:00.430+00,2023/10/12 07:00:00.430+00,NZTA,Official,2023/09/17 23:18:11.920+00,2023/09/17 23:18:14.857+00,,d31d6c92-ba53-4ed5-9ff2-ca7917ec0285,,"SH 1 Omihi, near the intersection with Jurys Road",,441616,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1788767.80420764,5855026.34838461,100437,Active,North Island,0.20 km southwest of Rangiriri,1.82 km northeast of Rangiriri West,3.75 km south of Te Kauwhata,Resurfacing,Road Work,Until further notice,Caution,true,,2023/09/03 20:21:00+00,2023/10/05 04:30:00+00,NMC,Official,2023/09/03 20:28:47.573+00,2023/09/21 20:13:40.583+00,,7870dc5c-d970-40ea-b4b4-fc4cb9724120,,SH 1 Rangiriri to Te Kauwhata,,440293,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1757293.86780162,5926040.26210258,100438,Resolved,North Island,1.13 km west of Hauraki,1.41 km southeast of Takapuna,2.08 km north of Bayswater,Maintenance,Road Work,22/09/2023 04:37,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 16:37:15.050+00,NZTA,Official,2023/09/20 23:40:50.933+00,2023/09/21 16:37:13.927+00,,ae6bc6fd-4155-4669-a171-2e34b9ddc0bb,,SH 1 Esmonde Rd On-ramp Southbound,,442913,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1890992.59819209,5776862.58078243,100439,Active,North Island,0.58 km southwest of Rotokawa,1.20 km northeast of Hannahs Bay,2.27 km northeast of Holdens Bay,Road Construction,Road Work,14/10/2023 17:00,Delays,true,,2023/09/10 06:00:00+00,2023/10/14 05:00:00+00,NMC,Official,2023/08/24 22:54:05.930+00,2023/09/10 06:01:38.303+00,,696ea91b-729f-4cf3-919f-68c0cea4fce5,,SH 30 Te Wahanga-A-Rangi Cres to Cookson Rd,,439607,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1242417.39474024,4849902.21052475,100440,Active,South Island,,,,Fire,Road Hazard,Until further notice,Caution,false,,2023/09/05 13:08:30.853+00,,Fire Service,Official,2023/09/05 13:08:31.347+00,2023/09/20 23:06:50.123+00,,80fd6667-ab40-4387-91b1-b2e57a9e49c3,,"SH 6 Invercargill, at the intersection with Spey Street",,440471,2023/09/21 11:15:14.990+00,ETL_Integration_NZTA,2023/09/21 22:30:18.701+00,ETL_Integration_NZTA
1774834.70715506,5887633.52749543,100441,Resolved,North Island,1.68 km east of Ramarama,3.73 km southeast of Runciman,4.79 km southeast of Drury,Maintenance,Road Work,22/09/2023 03:41,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 15:41:54.060+00,NZTA,Official,2023/09/20 23:31:39.373+00,2023/09/21 15:41:53.323+00,,65fc850d-b64d-4a3b-9d64-78aeca216d2c,,"SH 1 Full Closure Ramarama to Bombay, Southbound",,442906,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1774834.70715506,5887633.52749543,100442,Resolved,North Island,1.68 km east of Ramarama,3.73 km southeast of Runciman,4.79 km southeast of Drury,Maintenance,Road Work,22/09/2023 03:41,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 15:41:54.060+00,NZTA,Official,2023/09/20 23:31:39.373+00,2023/09/21 15:41:53.323+00,,6550b086-9aea-4bae-91f1-c199d0dd2188,,"SH 1 Full Closure Ramarama to Bombay, Southbound",,442906,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1709117.10119987,6002850.74925405,100443,Active,North Island,2.56 km southwest of Paparoa,4.10 km northeast of Matakohe,4.94 km north of Pahi,Other,Road Work,22/09/2023 18:00,Caution,true,,2023/09/17 19:00:00+00,2023/09/22 06:00:00+00,NMC,Official,2023/09/19 02:25:56.207+00,2023/09/19 02:25:56.207+00,,11dd2533-2ae3-439d-8057-2344efa39c1e,,SH 12 Paparoa,,442742,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1709117.10119987,6002850.74925405,100444,Active,North Island,2.56 km southwest of Paparoa,4.10 km northeast of Matakohe,4.94 km north of Pahi,Other,Road Work,22/09/2023 18:00,Caution,true,,2023/09/17 19:00:00+00,2023/09/22 06:00:00+00,NMC,Official,2023/09/19 02:25:56.207+00,2023/09/19 02:25:56.207+00,,93d51b88-7919-48e4-b6a8-2a2d0287e9c6,,SH 12 Paparoa,,442742,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1994191.64660019,5790003.19482223,100445,Active,North Island,0.49 km west of Torere,4.91 km southwest of Hawai,6.61 km northeast of Opape,Resurfacing,Road Work,29/09/2023 17:00,Delays,true,,2023/09/20 19:00:00+00,2023/09/29 05:00:00+00,NMC,Official,2023/09/15 03:10:42.423+00,2023/09/20 19:00:54.317+00,,88ddbec5-43f0-41e5-b606-1b6d95867660,,SH 35 Hawai to Onarumutu,,441370,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1994191.64660019,5790003.19482223,100446,Active,North Island,0.49 km west of Torere,4.91 km southwest of Hawai,6.61 km northeast of Opape,Resurfacing,Road Work,29/09/2023 17:00,Delays,true,,2023/09/20 19:00:00+00,2023/09/29 05:00:00+00,NMC,Official,2023/09/15 03:10:42.423+00,2023/09/20 19:00:54.317+00,,1517f375-2358-4eb8-916b-8b6141281e4e,,SH 35 Hawai to Onarumutu,,441370,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1887798.33419852,5773181.78347456,100447,Resolved,North Island,0.96 km northwest of Lynmore,1.45 km east of Ngapuna,1.92 km east of Rotorua,Other,Road Work,04/04/2024 17:00,Delays,true,,2022/08/02 21:59:00+00,2024/04/04 05:00:00+00,NMC,Official,2022/08/02 22:06:25.800+00,2023/09/05 03:58:54.233+00,,ce98b647-b4b2-4517-8d61-291f95001470,,SH 30 Rotorua to (SH33) Tikitere,,394725,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1887798.33419852,5773181.78347456,100449,Resolved,North Island,0.96 km northwest of Lynmore,1.45 km east of Ngapuna,1.92 km east of Rotorua,Other,Road Work,04/04/2024 17:00,Delays,true,,2022/08/02 21:59:00+00,2024/04/04 05:00:00+00,NMC,Official,2022/08/02 22:06:25.800+00,2023/09/05 03:58:54.233+00,,28939ce2-6e7a-4d46-8c99-3042baedd207,,SH 30 Rotorua to (SH33) Tikitere,,394725,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1794955.62425506,5618498.26162576,100451,Active,North Island,,,,Other,Road Work,Until further notice,Caution,true,,2023/05/17 19:21:46.327+00,2023/12/30 19:21:46.327+00,NZTA,Official,2023/05/17 19:23:37.177+00,2023/07/05 04:02:58.643+00,,3a5b9032-45d7-4860-a333-259e69ea0e72,,SH 4 Waimarino,,425912,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1794955.62425506,5618498.26162576,100452,Active,North Island,,,,Other,Road Work,Until further notice,Caution,true,,2023/05/17 19:21:46.327+00,2023/12/30 19:21:46.327+00,NZTA,Official,2023/05/17 19:23:37.177+00,2023/07/05 04:02:58.643+00,,e4ed2471-d68d-404b-8f47-09cdc738228c,,SH 4 Waimarino,,425912,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1281014.85223779,4876077.52733963,100453,Scheduled,South Island,,,,Other,Road Work,23/09/2023 14:00,Caution,true,,2023/09/22 19:00:00.413+00,2023/09/23 02:00:00.413+00,NZTA,Official,2023/09/21 00:26:20.707+00,2023/09/21 00:26:26.107+00,,e2f1755c-63be-4992-8db8-a3885e8bf4ca,,"SH 93 Mataura, at the intersection with State Highway 1, westbound",,442934,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1281014.85223779,4876077.52733963,100454,Scheduled,South Island,,,,Other,Road Work,23/09/2023 14:00,Caution,true,,2023/09/22 19:00:00.413+00,2023/09/23 02:00:00.413+00,NZTA,Official,2023/09/21 00:26:20.707+00,2023/09/21 00:26:26.107+00,,6f86933d-dd00-47c1-83e5-70773e72631f,,"SH 93 Mataura, at the intersection with State Highway 1, westbound",,442934,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
2027813.52542773,5820612.8203709,100455,Active,North Island,0.27 km west of Papatea,3.68 km southwest of Raukokore,5.69 km east of Whanarua Bay,Resurfacing,Road Work,25/09/2023 17:00,Delays,true,,2023/09/18 19:00:00+00,2023/09/25 05:00:00+00,NMC,Official,2023/09/15 03:00:37.823+00,2023/09/18 19:01:29.637+00,,f8488281-71e4-48f7-8a58-0709633d2b8b,,SH 35 Raukokore River to Whanarua Bay,,441367,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
2027813.52542773,5820612.8203709,100456,Active,North Island,0.27 km west of Papatea,3.68 km southwest of Raukokore,5.69 km east of Whanarua Bay,Resurfacing,Road Work,25/09/2023 17:00,Delays,true,,2023/09/18 19:00:00+00,2023/09/25 05:00:00+00,NMC,Official,2023/09/15 03:00:37.823+00,2023/09/18 19:01:29.637+00,,15b50c2e-9aad-418c-978e-d2b63b867135,,SH 35 Raukokore River to Whanarua Bay,,441367,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1623271.591234,5431532.36908016,100457,Scheduled,South Island,,,,Other,Road Work,26/09/2023 05:00,Delays,true,,2023/09/25 08:00:00.130+00,2023/09/25 17:00:00.130+00,NZTA,Official,2023/09/20 23:43:12.980+00,2023/09/21 00:19:35.537+00,,996db873-b108-41df-a5e4-e826af9b14cf,,SH 6 Haven Roundabout,,442915,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
2021434.54946827,5730313.62392373,100458,Active,North Island,,,,Pavement Repairs,Road Work,Until further notice,Delays,true,,2023/09/17 19:00:00.063+00,2023/09/22 05:00:00.063+00,NZTA,Official,2023/09/15 02:35:53.093+00,2023/09/19 21:49:16.277+00,,6db5113f-800e-4a74-8650-de26e18d55fd,,"SH 2 Te Karaka, between the intersections of Whatatutu Road and Graham Road",,441361,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1623271.591234,5431532.36908016,100459,Scheduled,South Island,,,,Other,Road Work,26/09/2023 05:00,Delays,true,,2023/09/25 08:00:00.130+00,2023/09/25 17:00:00.130+00,NZTA,Official,2023/09/20 23:43:12.980+00,2023/09/21 00:19:35.537+00,,de94e3e5-fec3-4448-aaf5-fa23bfeee552,,SH 6 Haven Roundabout,,442915,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
2021434.54946827,5730313.62392373,100460,Active,North Island,,,,Pavement Repairs,Road Work,Until further notice,Delays,true,,2023/09/17 19:00:00.063+00,2023/09/22 05:00:00.063+00,NZTA,Official,2023/09/15 02:35:53.093+00,2023/09/19 21:49:16.277+00,,34169574-f708-45e7-bfc1-bb32b65fbf9b,,"SH 2 Te Karaka, between the intersections of Whatatutu Road and Graham Road",,441361,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1775937.11634659,5881944.86797108,100461,Resolved,North Island,0.55 km southwest of Bombay,4.13 km east of Pukekohe East,5.97 km northeast of Harrisville,Maintenance,Road Work,22/09/2023 03:57,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 15:57:50.957+00,NZTA,Official,2023/09/20 23:50:25.760+00,2023/09/21 15:57:49.883+00,,1eab62e9-b31b-436a-8f13-21e56933b23c,,SH 1 Bombay On-ramp Northbound,,442921,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1769892.53007903,5899689.07040232,100462,Resolved,North Island,0.87 km north of Takanini,1.13 km south of Manurewa East,1.90 km north of Takanini,Maintenance,Road Work,22/09/2023 03:56,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 15:56:05.247+00,NZTA,Official,2023/09/21 07:59:53.063+00,2023/09/21 15:56:04.167+00,,cdbe323f-086c-4db5-87b1-60970015d726,,"SH 1 Full Closure Takanini to Papakura, Southbound",,442990,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1775937.11634659,5881944.86797108,100463,Resolved,North Island,0.55 km southwest of Bombay,4.13 km east of Pukekohe East,5.97 km northeast of Harrisville,Maintenance,Road Work,22/09/2023 03:57,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 15:57:50.957+00,NZTA,Official,2023/09/20 23:50:25.760+00,2023/09/21 15:57:49.883+00,,1a8a4060-6f77-44a7-a441-eb6bdf613a00,,SH 1 Bombay On-ramp Northbound,,442921,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1789817.30412911,5446599.15692463,100464,Active,North Island,,,,Maintenance,Road Work,Until further notice,Caution,true,,2023/07/21 04:00:00+00,,NZTA,Official,2023/07/21 02:52:11.520+00,2023/09/18 00:21:31.957+00,,5f12d5e0-0674-425b-8677-1e7da77d30eb,,SH 2 Featherston to Kaitoke (Remutaka Hill),,435382,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1769892.53007903,5899689.07040232,100465,Resolved,North Island,0.87 km north of Takanini,1.13 km south of Manurewa East,1.90 km north of Takanini,Maintenance,Road Work,22/09/2023 03:56,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 15:56:05.247+00,NZTA,Official,2023/09/21 07:59:53.063+00,2023/09/21 15:56:04.167+00,,a5d9635a-f3dd-4aba-8b75-89825efc036f,,"SH 1 Full Closure Takanini to Papakura, Southbound",,442990,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1774984.51477881,5887389.80345424,100466,Resolved,North Island,1.82 km east of Ramarama,4.01 km southeast of Runciman,5.07 km southeast of Drury,Maintenance,Road Work,22/09/2023 03:42,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 15:42:45.533+00,NZTA,Official,2023/09/20 23:52:33.517+00,2023/09/21 15:42:44.467+00,,c90720ea-65f2-4943-92b3-911044daa27f,,SH 1 Ramarama On-ramp Southbound,,442923,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1934358.13680172,5791291.97406406,100467,Active,North Island,1.76 km north of Edgecumbe,4.57 km northeast of Otakiri,5.78 km east of Te Waiu O Pukemaire/braemar Springs,Pavement Repairs,Road Work,25/11/2023 17:00,Delays,true,,2023/09/17 21:00:00+00,2023/11/25 05:00:00+00,NMC,Official,2023/09/01 02:30:04.787+00,2023/09/17 21:01:01.607+00,,42eb4305-1c08-46ba-8906-84acb8a987b4,,SH 2 Matata to (SH30) Awakeri,,440145,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1789817.30412911,5446599.15692463,100468,Active,North Island,,,,Maintenance,Road Work,Until further notice,Caution,true,,2023/07/21 04:00:00+00,,NZTA,Official,2023/07/21 02:52:11.520+00,2023/09/18 00:21:31.957+00,,4e0656a5-3e8f-41c8-886e-4205fbabe2af,,SH 2 Featherston to Kaitoke (Remutaka Hill),,435382,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1774984.51477881,5887389.80345424,100469,Resolved,North Island,1.82 km east of Ramarama,4.01 km southeast of Runciman,5.07 km southeast of Drury,Maintenance,Road Work,22/09/2023 03:42,Road Closed,true,,2023/09/21 09:00:00+00,2023/09/21 15:42:45.533+00,NZTA,Official,2023/09/20 23:52:33.517+00,2023/09/21 15:42:44.467+00,,df5d3af1-0338-410e-93a5-0ae8344278de,,SH 1 Ramarama On-ramp Southbound,,442923,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1893402.96872368,5819213.20967396,100470,Active,North Island,2.29 km south of Papamoa Beach,2.69 km east of Papamoa,5.74 km north of Te Puke,Road Construction,Road Work,30/09/2023 00:00,Caution,true,,2023/07/17 20:20:00+00,2023/09/29 12:00:00+00,NMC,Official,2023/07/17 20:28:33.410+00,2023/07/17 20:28:33.410+00,,215ba037-d7c0-4b17-990c-8107f7470714,,SH 2 Kaituna River to Papamoa (TEL Toll Road),,435019,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1934358.13680172,5791291.97406406,100471,Active,North Island,1.76 km north of Edgecumbe,4.57 km northeast of Otakiri,5.78 km east of Te Waiu O Pukemaire/braemar Springs,Pavement Repairs,Road Work,25/11/2023 17:00,Delays,true,,2023/09/17 21:00:00+00,2023/11/25 05:00:00+00,NMC,Official,2023/09/01 02:30:04.787+00,2023/09/17 21:01:01.607+00,,701b6bd7-9d42-4405-a9d7-4fb4d3a916b8,,SH 2 Matata to (SH30) Awakeri,,440145,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1893402.96872368,5819213.20967396,100472,Active,North Island,2.29 km south of Papamoa Beach,2.69 km east of Papamoa,5.74 km north of Te Puke,Road Construction,Road Work,30/09/2023 00:00,Caution,true,,2023/07/17 20:20:00+00,2023/09/29 12:00:00+00,NMC,Official,2023/07/17 20:28:33.410+00,2023/07/17 20:28:33.410+00,,355211f2-0d4d-4ca5-81ae-0ea1a67a57f2,,SH 2 Kaituna River to Papamoa (TEL Toll Road),,435019,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1825900.15085301,5799010.72780966,100473,Active,North Island,2.73 km southeast of Karapiro,4.43 km north of Maungatautari,5.16 km west of Taotaoroa,Resurfacing,Road Work,Until further notice,Caution,true,,2023/09/15 04:11:00+00,2023/09/30 19:00:00+00,NMC,Official,2023/09/15 04:15:41.753+00,2023/09/15 04:21:44.903+00,,368f0e0b-e8da-4140-b8c0-7066b0a570ea,,SH 1 Karapiro,,441383,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1803154.45861167,5828337.78672132,100474,Resolved,North Island,0.51 km northeast of Gordonton,4.14 km southeast of Komakorau,5.80 km north of Puketaha,Maintenance,Road Work,Until further notice,Caution,true,,2023/09/20 21:20:00+00,2023/09/21 05:00:00+00,NMC,Official,2023/09/20 21:21:54.030+00,2023/09/21 05:01:22.990+00,,b0941404-fb19-46e1-8144-b08e30254dea,,SH 1B Gordonton,,442884,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1798000.73745714,5593386.70093921,100475,Active,North Island,,,,Washout,Road Hazard,Until further notice,Caution,false,,2022/11/27 23:14:23.260+00,,NZTA,Official,2022/11/27 23:14:24.043+00,2023/09/21 02:22:34.217+00,,9384618a-8740-458f-b9ff-2c9b5149ea0b,,"SH 4 Parikino to Kakatahi, north of intersection with Hawken Road",,407880,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1825900.15085301,5799010.72780966,100476,Active,North Island,2.73 km southeast of Karapiro,4.43 km north of Maungatautari,5.16 km west of Taotaoroa,Resurfacing,Road Work,Until further notice,Caution,true,,2023/09/15 04:11:00+00,2023/09/30 19:00:00+00,NMC,Official,2023/09/15 04:15:41.753+00,2023/09/15 04:21:44.903+00,,0831b46b-1441-4396-9197-0da48dd014cc,,SH 1 Karapiro,,441383,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1772095.17209063,5785136.71326886,100477,Active,North Island,3.39 km southeast of Oparau,5.14 km northeast of Hauturu,8.34 km west of Te Rauamoa,Other,Road Work,Until further notice,Caution,true,,2023/08/30 21:26:00+00,2023/09/29 18:00:00+00,NMC,Official,2023/08/30 21:27:13.797+00,2023/08/30 21:27:13.797+00,,e2d219e9-3cd8-46a7-877e-e3a64618c742,,SH 31 Oparau,,440052,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1803154.45861167,5828337.78672132,100478,Resolved,North Island,0.51 km northeast of Gordonton,4.14 km southeast of Komakorau,5.80 km north of Puketaha,Maintenance,Road Work,Until further notice,Caution,true,,2023/09/20 21:20:00+00,2023/09/21 05:00:00+00,NMC,Official,2023/09/20 21:21:54.030+00,2023/09/21 05:01:22.990+00,,cfa36ea8-4ba6-4f3a-8328-c29303626312,,SH 1B Gordonton,,442884,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1798000.73745714,5593386.70093921,100479,Active,North Island,,,,Washout,Road Hazard,Until further notice,Caution,false,,2022/11/27 23:14:23.260+00,,NZTA,Official,2022/11/27 23:14:24.043+00,2023/09/21 02:22:34.217+00,,cd1bb8f3-e76e-4d52-95cf-de317a4a260e,,"SH 4 Parikino to Kakatahi, north of intersection with Hawken Road",,407880,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1788891.57670749,5564704.90465018,100480,Resolved,North Island,,,,Resurfacing,Road Work,Until further notice,Caution,true,,2023/09/20 20:59:07.293+00,2023/09/21 05:00:00.293+00,NZTA,Official,2023/09/20 21:03:15.993+00,2023/09/21 05:01:22.913+00,,fe2a75a2-cdb0-4c55-81b7-388a312fcbd9,,"SH 3 Turakina, at the intersection with Wanganui Street",,442882,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1772095.17209063,5785136.71326886,100481,Active,North Island,3.39 km southeast of Oparau,5.14 km northeast of Hauturu,8.34 km west of Te Rauamoa,Other,Road Work,Until further notice,Caution,true,,2023/08/30 21:26:00+00,2023/09/29 18:00:00+00,NMC,Official,2023/08/30 21:27:13.797+00,2023/08/30 21:27:13.797+00,,43e7d2d3-f18d-44fb-8081-2bd3746208c7,,SH 31 Oparau,,440052,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1788891.57670749,5564704.90465018,100482,Resolved,North Island,,,,Resurfacing,Road Work,Until further notice,Caution,true,,2023/09/20 20:59:07.293+00,2023/09/21 05:00:00.293+00,NZTA,Official,2023/09/20 21:03:15.993+00,2023/09/21 05:01:22.913+00,,a6a0d9fc-1f51-4f84-96e6-e121d836170e,,"SH 3 Turakina, at the intersection with Wanganui Street",,442882,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1806516.88080856,5808807.81716727,100483,Resolved,North Island,1.72 km south of Tamahere,2.60 km north of Mystery Creek,3.43 km east of Rukuhia,Other,Road Work,Until further notice,Caution,true,,2023/09/21 06:00:00+00,2023/09/21 18:00:00+00,NMC,Official,2023/09/20 21:35:32.513+00,2023/09/21 18:01:14.790+00,,cdeefc4b-ee35-43ac-87a7-647058243bee,,SH 21 Tamahere,,442887,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1806516.88080856,5808807.81716727,100484,Resolved,North Island,1.72 km south of Tamahere,2.60 km north of Mystery Creek,3.43 km east of Rukuhia,Other,Road Work,Until further notice,Caution,true,,2023/09/21 06:00:00+00,2023/09/21 18:00:00+00,NMC,Official,2023/09/20 21:35:32.513+00,2023/09/21 18:01:14.790+00,,1952edad-b870-49c0-83de-5eaa59a04b41,,SH 21 Tamahere,,442887,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1806350.4275168,5808104.76822385,100485,Resolved,North Island,1.90 km north of Mystery Creek,2.43 km south of Tamahere,3.18 km east of Rukuhia,Other,Road Work,Until further notice,Caution,true,,2023/09/21 06:00:00+00,2023/09/21 18:00:00+00,NMC,Official,2023/09/20 21:29:17.987+00,2023/09/21 18:01:14.727+00,,1c3d3369-9aff-4f29-9a12-8861a64fc73c,,SH 21 Tamahere,,442886,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1806350.4275168,5808104.76822385,100486,Resolved,North Island,1.90 km north of Mystery Creek,2.43 km south of Tamahere,3.18 km east of Rukuhia,Other,Road Work,Until further notice,Caution,true,,2023/09/21 06:00:00+00,2023/09/21 18:00:00+00,NMC,Official,2023/09/20 21:29:17.987+00,2023/09/21 18:01:14.727+00,,3efbb0f1-fae7-4a84-a819-8a352b3dacef,,SH 21 Tamahere,,442886,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
1898157.51982911,5813191.17377976,100487,Active,North Island,0.13 km southwest of Te Tumu,1.30 km southeast of Rangiuru,2.78 km east of Te Matai,Other,Road Work,15/12/2023 05:00,Caution,true,,2023/01/11 21:02:00+00,2023/12/14 17:00:00+00,NMC,Official,2023/01/11 21:17:48.227+00,2023/08/30 18:01:40.937+00,,6fcb1a4d-6892-4dec-8cbe-f443559e08d4,,SH 2 Paengaroa to Kaituna River (TEL Toll Road),,411814,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA,2023/09/21 18:35:28.653+00,ETL_Integration_NZTA
1898157.51982911,5813191.17377976,100488,Active,North Island,0.13 km southwest of Te Tumu,1.30 km southeast of Rangiuru,2.78 km east of Te Matai,Other,Road Work,15/12/2023 05:00,Caution,true,,2023/01/11 21:02:00+00,2023/12/14 17:00:00+00,NMC,Official,2023/01/11 21:17:48.227+00,2023/08/30 18:01:40.937+00,,b7eca8be-191f-4b36-bbaf-c19a8b8ec3e6,,SH 2 Paengaroa to Kaituna River (TEL Toll Road),,411814,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA,2023/09/21 18:35:22.688+00,ETL_Integration_NZTA
