Week number,Week,Fuel price measure,Value,Value Unit,Value Label,Null Reason,Metadata 1
2004w19,2004-05-07,Regular petrol Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w19,2004-05-07,Regular petrol GST,13,nzd,NZ cents per litre,
2004w19,2004-05-07,Regular petrol taxes,55,nzd,NZ cents per litre,
2004w19,2004-05-07,Regular petrol price excluding taxes,62.3,nzd,NZ cents per litre,
2004w19,2004-05-07,Regular petrol main port price,117.3,nzd,NZ cents per litre,
2004w19,2004-05-07,Regular petrol discounted retail price,117.3,nzd,NZ cents per litre,
2004w19,2004-05-07,Regular petrol importer margin,13.8,nzd,NZ cents per litre,
2004w19,2004-05-07,Regular petrol margin trend,13.54959567,nzd,NZ cents per litre,
2004w19,2004-05-07,Premium petrol 95R importer cost,55.80942857,nzd,NZ cents per litre,
2004w19,2004-05-07,Premium petrol 95R Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w19,2004-05-07,Premium petrol 95R GST,14.1,nzd,NZ cents per litre,
2004w19,2004-05-07,Premium petrol 95R taxes,56.065,nzd,NZ cents per litre,
2004w19,2004-05-07,Premium petrol 95R price excluding taxes,70.835,nzd,NZ cents per litre,
2004w19,2004-05-07,Premium petrol 95R main port price,126.9,nzd,NZ cents per litre,
2004w19,2004-05-07,Premium petrol 95R discounted retail price,126.9,nzd,NZ cents per litre,
2004w19,2004-05-07,Premium petrol 95R importer margin,15.02557143,nzd,NZ cents per litre,
2004w19,2004-05-07,Premium petrol 95R margin trend,13.65853231,nzd,NZ cents per litre,
2004w19,2004-05-07,Diesel main port price excluding taxes,62.1,nzd,NZ cents per litre,
2004w20,2004-05-14,Dubai crude (USD),34.41,usd,USD per barrel,
2004w20,2004-05-14,NZ US exchange rate,0.609,usd,USD per 1 NZD,
2004w20,2004-05-14,Dubai crude (NZD),56.55,nzd,NZD per barrel,
2004w20,2004-05-14,Diesel importer cost,48.1,nzd,NZ cents per litre,
2004w20,2004-05-14,Diesel Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w20,2004-05-14,Diesel GST,8.3,nzd,NZ cents per litre,
2004w20,2004-05-14,Diesel taxes,8.7,nzd,NZ cents per litre,
2004w20,2004-05-14,Diesel price excluding taxes,66.2,nzd,NZ cents per litre,
2004w20,2004-05-14,Diesel main port price,74.9,nzd,NZ cents per litre,
2004w20,2004-05-14,Diesel discounted retail price,74.9,nzd,NZ cents per litre,
2004w20,2004-05-14,Diesel importer margin,20.5,nzd,NZ cents per litre,
2004w20,2004-05-14,Diesel margin trend,18.27011726,nzd,NZ cents per litre,
2004w20,2004-05-14,Petrol importer cost,56.4,nzd,NZ cents per litre,
2004w20,2004-05-14,Regular petrol Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w20,2004-05-14,Regular petrol GST,13.5,nzd,NZ cents per litre,
2004w20,2004-05-14,Regular petrol taxes,55.5,nzd,NZ cents per litre,
2004w20,2004-05-14,Regular petrol price excluding taxes,66.4,nzd,NZ cents per litre,
2004w20,2004-05-14,Regular petrol main port price,121.9,nzd,NZ cents per litre,
2004w20,2004-05-14,Regular petrol discounted retail price,121.9,nzd,NZ cents per litre,
2004w20,2004-05-14,Regular petrol importer margin,14.2,nzd,NZ cents per litre,
2004w20,2004-05-14,Regular petrol margin trend,13.53989013,nzd,NZ cents per litre,
2004w20,2004-05-14,Premium petrol 95R importer cost,57.75228571,nzd,NZ cents per litre,
2004w20,2004-05-14,Premium petrol 95R Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w20,2004-05-14,Premium petrol 95R GST,14.1,nzd,NZ cents per litre,
2004w20,2004-05-14,Premium petrol 95R taxes,56.065,nzd,NZ cents per litre,
2004w20,2004-05-14,Premium petrol 95R price excluding taxes,70.835,nzd,NZ cents per litre,
2004w20,2004-05-14,Premium petrol 95R main port price,126.9,nzd,NZ cents per litre,
2004w20,2004-05-14,Premium petrol 95R discounted retail price,126.9,nzd,NZ cents per litre,
2004w20,2004-05-14,Premium petrol 95R importer margin,13.08271429,nzd,NZ cents per litre,
2004w20,2004-05-14,Premium petrol 95R margin trend,13.65979138,nzd,NZ cents per litre,
2004w20,2004-05-14,Diesel main port price excluding taxes,66.2,nzd,NZ cents per litre,
2004w21,2004-05-21,Dubai crude (USD),35.77,usd,USD per barrel,
2004w21,2004-05-21,NZ US exchange rate,0.602,usd,USD per 1 NZD,
2004w21,2004-05-21,Dubai crude (NZD),59.4,nzd,NZD per barrel,
2004w21,2004-05-21,Diesel importer cost,46.5,nzd,NZ cents per litre,
2004w21,2004-05-21,Diesel Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w21,2004-05-21,Diesel GST,8.3,nzd,NZ cents per litre,
2004w21,2004-05-21,Diesel taxes,8.6,nzd,NZ cents per litre,
2004w21,2004-05-21,Diesel price excluding taxes,65.7,nzd,NZ cents per litre,
2004w21,2004-05-21,Diesel main port price,74.3,nzd,NZ cents per litre,
2004w21,2004-05-21,Diesel discounted retail price,74.3,nzd,NZ cents per litre,
2004w21,2004-05-21,Diesel importer margin,17.9,nzd,NZ cents per litre,
2004w21,2004-05-21,Diesel margin trend,18.27501616,nzd,NZ cents per litre,
2004w21,2004-05-21,Petrol importer cost,54.3,nzd,NZ cents per litre,
2004w21,2004-05-21,Regular petrol Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w21,2004-05-21,Regular petrol GST,13.5,nzd,NZ cents per litre,
2004w21,2004-05-21,Regular petrol taxes,55.4,nzd,NZ cents per litre,
2004w21,2004-05-21,Regular petrol price excluding taxes,65.9,nzd,NZ cents per litre,
2004w21,2004-05-21,Regular petrol main port price,121.3,nzd,NZ cents per litre,
2004w21,2004-05-21,Regular petrol discounted retail price,121.3,nzd,NZ cents per litre,
2004w21,2004-05-21,Regular petrol importer margin,12.6,nzd,NZ cents per litre,
2004w21,2004-05-21,Regular petrol margin trend,13.53018459,nzd,NZ cents per litre,
2004w21,2004-05-21,Premium petrol 95R importer cost,60.77042857,nzd,NZ cents per litre,
2004w21,2004-05-21,Premium petrol 95R Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w21,2004-05-21,Premium petrol 95R GST,14.1,nzd,NZ cents per litre,
2004w21,2004-05-21,Premium petrol 95R taxes,56.065,nzd,NZ cents per litre,
2004w21,2004-05-21,Premium petrol 95R price excluding taxes,70.835,nzd,NZ cents per litre,
2004w21,2004-05-21,Premium petrol 95R main port price,126.9,nzd,NZ cents per litre,
2004w21,2004-05-21,Premium petrol 95R discounted retail price,126.9,nzd,NZ cents per litre,
2004w21,2004-05-21,Premium petrol 95R importer margin,10.06457143,nzd,NZ cents per litre,
2004w21,2004-05-21,Premium petrol 95R margin trend,13.66105044,nzd,NZ cents per litre,
2004w21,2004-05-21,Diesel main port price excluding taxes,65.7,nzd,NZ cents per litre,
2004w22,2004-05-28,Dubai crude (USD),35.03,usd,USD per barrel,
2004w22,2004-05-28,NZ US exchange rate,0.618,usd,USD per 1 NZD,
2004w22,2004-05-28,Dubai crude (NZD),56.68,nzd,NZD per barrel,
2004w22,2004-05-28,Diesel importer cost,45.7,nzd,NZ cents per litre,
2004w22,2004-05-28,Diesel Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w22,2004-05-28,Diesel GST,8.5,nzd,NZ cents per litre,
2004w22,2004-05-28,Diesel taxes,8.9,nzd,NZ cents per litre,
2004w22,2004-05-28,Diesel price excluding taxes,68,nzd,NZ cents per litre,
2004w22,2004-05-28,Diesel main port price,76.9,nzd,NZ cents per litre,
2004w22,2004-05-28,Diesel discounted retail price,76.9,nzd,NZ cents per litre,
2004w22,2004-05-28,Diesel importer margin,19.9,nzd,NZ cents per litre,
2004w22,2004-05-28,Diesel margin trend,18.27991506,nzd,NZ cents per litre,
2004w22,2004-05-28,Petrol importer cost,53.7,nzd,NZ cents per litre,
2004w22,2004-05-28,Regular petrol Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w22,2004-05-28,Regular petrol GST,13.8,nzd,NZ cents per litre,
2004w22,2004-05-28,Regular petrol taxes,55.7,nzd,NZ cents per litre,
2004w22,2004-05-28,Regular petrol price excluding taxes,68.2,nzd,NZ cents per litre,
2004w22,2004-05-28,Regular petrol main port price,123.9,nzd,NZ cents per litre,
2004w22,2004-05-28,Regular petrol discounted retail price,123.9,nzd,NZ cents per litre,
2004w22,2004-05-28,Regular petrol importer margin,11.8,nzd,NZ cents per litre,
2004w22,2004-05-28,Regular petrol margin trend,13.52047906,nzd,NZ cents per litre,
2004w22,2004-05-28,Premium petrol 95R importer cost,57.88642857,nzd,NZ cents per litre,
2004w22,2004-05-28,Premium petrol 95R Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w22,2004-05-28,Premium petrol 95R GST,14.32222222,nzd,NZ cents per litre,
2004w22,2004-05-28,Premium petrol 95R taxes,56.28722222,nzd,NZ cents per litre,
2004w22,2004-05-28,Premium petrol 95R price excluding taxes,72.61277778,nzd,NZ cents per litre,
2004w22,2004-05-28,Premium petrol 95R main port price,128.9,nzd,NZ cents per litre,
2004w22,2004-05-28,Premium petrol 95R discounted retail price,128.9,nzd,NZ cents per litre,
2004w22,2004-05-28,Premium petrol 95R importer margin,14.72634921,nzd,NZ cents per litre,
2004w22,2004-05-28,Premium petrol 95R margin trend,13.66230951,nzd,NZ cents per litre,
2004w22,2004-05-28,Diesel main port price excluding taxes,68,nzd,NZ cents per litre,
2004w23,2004-06-04,Dubai crude (USD),35.22,usd,USD per barrel,
2004w23,2004-06-04,NZ US exchange rate,0.628,usd,USD per 1 NZD,
2004w23,2004-06-04,Dubai crude (NZD),56.13,nzd,NZD per barrel,
2004w23,2004-06-04,Diesel importer cost,44.3,nzd,NZ cents per litre,
2004w23,2004-06-04,Diesel Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w23,2004-06-04,Diesel GST,8.5,nzd,NZ cents per litre,
2004w23,2004-06-04,Diesel taxes,8.9,nzd,NZ cents per litre,
2004w23,2004-06-04,Diesel price excluding taxes,67.7,nzd,NZ cents per litre,
2004w23,2004-06-04,Diesel main port price,76.6,nzd,NZ cents per litre,
2004w23,2004-06-04,Diesel discounted retail price,76.6,nzd,NZ cents per litre,
2004w23,2004-06-04,Diesel importer margin,21.3,nzd,NZ cents per litre,
2004w23,2004-06-04,Diesel margin trend,18.28481396,nzd,NZ cents per litre,
2004w23,2004-06-04,Petrol importer cost,49.4,nzd,NZ cents per litre,
2004w23,2004-06-04,Regular petrol Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w23,2004-06-04,Regular petrol GST,13.7,nzd,NZ cents per litre,
2004w23,2004-06-04,Regular petrol taxes,55.7,nzd,NZ cents per litre,
2004w23,2004-06-04,Regular petrol price excluding taxes,67.9,nzd,NZ cents per litre,
2004w23,2004-06-04,Regular petrol main port price,123.6,nzd,NZ cents per litre,
2004w23,2004-06-04,Regular petrol discounted retail price,123.6,nzd,NZ cents per litre,
2004w23,2004-06-04,Regular petrol importer margin,13.6,nzd,NZ cents per litre,
2004w23,2004-06-04,Regular petrol margin trend,13.51077352,nzd,NZ cents per litre,
2004w23,2004-06-04,Premium petrol 95R importer cost,57.5805,nzd,NZ cents per litre,
2004w23,2004-06-04,Premium petrol 95R Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w23,2004-06-04,Premium petrol 95R GST,14.1,nzd,NZ cents per litre,
2004w23,2004-06-04,Premium petrol 95R taxes,56.065,nzd,NZ cents per litre,
2004w23,2004-06-04,Premium petrol 95R price excluding taxes,70.835,nzd,NZ cents per litre,
2004w23,2004-06-04,Premium petrol 95R main port price,126.9,nzd,NZ cents per litre,
2004w26,2004-06-25,Diesel GST,7.8,nzd,NZ cents per litre,
2004w23,2004-06-04,Premium petrol 95R discounted retail price,126.9,nzd,NZ cents per litre,
2004w23,2004-06-04,Premium petrol 95R importer margin,13.2545,nzd,NZ cents per litre,
2004w23,2004-06-04,Premium petrol 95R margin trend,13.66356858,nzd,NZ cents per litre,
2004w23,2004-06-04,Diesel main port price excluding taxes,67.7,nzd,NZ cents per litre,
2004w24,2004-06-11,Dubai crude (USD),33.52,usd,USD per barrel,
2004w24,2004-06-11,NZ US exchange rate,0.629,usd,USD per 1 NZD,
2004w24,2004-06-11,Dubai crude (NZD),53.3,nzd,NZD per barrel,
2004w24,2004-06-11,Diesel importer cost,44.5,nzd,NZ cents per litre,
2004w24,2004-06-11,Diesel Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w24,2004-06-11,Diesel GST,8.2,nzd,NZ cents per litre,
2004w24,2004-06-11,Diesel taxes,8.5,nzd,NZ cents per litre,
2004w24,2004-06-11,Diesel price excluding taxes,65.1,nzd,NZ cents per litre,
2004w24,2004-06-11,Diesel main port price,73.6,nzd,NZ cents per litre,
2004w24,2004-06-11,Diesel discounted retail price,73.6,nzd,NZ cents per litre,
2004w24,2004-06-11,Diesel importer margin,19.4,nzd,NZ cents per litre,
2004w24,2004-06-11,Diesel margin trend,18.28971286,nzd,NZ cents per litre,
2004w24,2004-06-11,Petrol importer cost,48.2,nzd,NZ cents per litre,
2004w24,2004-06-11,Regular petrol Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w24,2004-06-11,Regular petrol GST,13.4,nzd,NZ cents per litre,
2004w24,2004-06-11,Regular petrol taxes,55.4,nzd,NZ cents per litre,
2004w24,2004-06-11,Regular petrol price excluding taxes,65.2,nzd,NZ cents per litre,
2004w24,2004-06-11,Regular petrol main port price,120.6,nzd,NZ cents per litre,
2004w24,2004-06-11,Regular petrol discounted retail price,120.6,nzd,NZ cents per litre,
2004w24,2004-06-11,Regular petrol importer margin,11.5,nzd,NZ cents per litre,
2004w24,2004-06-11,Regular petrol margin trend,13.50106798,nzd,NZ cents per litre,
2004w24,2004-06-11,Premium petrol 95R importer cost,52.359,nzd,NZ cents per litre,
2004w24,2004-06-11,Premium petrol 95R Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w24,2004-06-11,Premium petrol 95R GST,13.87777778,nzd,NZ cents per litre,
2004w24,2004-06-11,Premium petrol 95R taxes,55.84277778,nzd,NZ cents per litre,
2004w24,2004-06-11,Premium petrol 95R price excluding taxes,69.05722222,nzd,NZ cents per litre,
2004w24,2004-06-11,Premium petrol 95R main port price,124.9,nzd,NZ cents per litre,
2004w24,2004-06-11,Premium petrol 95R discounted retail price,124.9,nzd,NZ cents per litre,
2004w24,2004-06-11,Premium petrol 95R importer margin,16.69822222,nzd,NZ cents per litre,
2004w24,2004-06-11,Premium petrol 95R margin trend,13.66482765,nzd,NZ cents per litre,
2004w24,2004-06-11,Diesel main port price excluding taxes,65.1,nzd,NZ cents per litre,
2004w25,2004-06-18,Dubai crude (USD),33.31,usd,USD per barrel,
2004w25,2004-06-18,NZ US exchange rate,0.627,usd,USD per 1 NZD,
2004w25,2004-06-18,Dubai crude (NZD),53.12,nzd,NZD per barrel,
2004w25,2004-06-18,Diesel importer cost,44.5,nzd,NZ cents per litre,
2004w25,2004-06-18,Diesel Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w25,2004-06-18,Diesel GST,8,nzd,NZ cents per litre,
2004w25,2004-06-18,Diesel taxes,8.3,nzd,NZ cents per litre,
2004w25,2004-06-18,Diesel price excluding taxes,63.3,nzd,NZ cents per litre,
2004w25,2004-06-18,Diesel main port price,71.6,nzd,NZ cents per litre,
2004w25,2004-06-18,Diesel discounted retail price,71.6,nzd,NZ cents per litre,
2004w25,2004-06-18,Diesel importer margin,19,nzd,NZ cents per litre,
2004w25,2004-06-18,Diesel margin trend,18.29461176,nzd,NZ cents per litre,
2004w25,2004-06-18,Petrol importer cost,47.7,nzd,NZ cents per litre,
2004w25,2004-06-18,Regular petrol Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w25,2004-06-18,Regular petrol GST,13.2,nzd,NZ cents per litre,
2004w25,2004-06-18,Regular petrol taxes,55.1,nzd,NZ cents per litre,
2004w25,2004-06-18,Regular petrol price excluding taxes,63.5,nzd,NZ cents per litre,
2004w25,2004-06-18,Regular petrol main port price,118.6,nzd,NZ cents per litre,
2004w25,2004-06-18,Regular petrol discounted retail price,118.6,nzd,NZ cents per litre,
2004w25,2004-06-18,Regular petrol importer margin,14.1,nzd,NZ cents per litre,
2004w25,2004-06-18,Regular petrol margin trend,13.49136245,nzd,NZ cents per litre,
2004w25,2004-06-18,Premium petrol 95R importer cost,52.396,nzd,NZ cents per litre,
2004w25,2004-06-18,Premium petrol 95R Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w25,2004-06-18,Premium petrol 95R GST,13.54444444,nzd,NZ cents per litre,
2004w25,2004-06-18,Premium petrol 95R taxes,55.50944444,nzd,NZ cents per litre,
2004w25,2004-06-18,Premium petrol 95R price excluding taxes,66.39055556,nzd,NZ cents per litre,
2004w25,2004-06-18,Premium petrol 95R main port price,121.9,nzd,NZ cents per litre,
2004w25,2004-06-18,Premium petrol 95R discounted retail price,121.9,nzd,NZ cents per litre,
2004w25,2004-06-18,Premium petrol 95R importer margin,13.99455556,nzd,NZ cents per litre,
2004w25,2004-06-18,Premium petrol 95R margin trend,13.66608671,nzd,NZ cents per litre,
2004w25,2004-06-18,Diesel main port price excluding taxes,63.3,nzd,NZ cents per litre,
2004w26,2004-06-25,Dubai crude (USD),33.66,usd,USD per barrel,
2004w26,2004-06-25,NZ US exchange rate,0.63,usd,USD per 1 NZD,
2004w26,2004-06-25,Dubai crude (NZD),53.45,nzd,NZD per barrel,
2004w26,2004-06-25,Diesel importer cost,43.2,nzd,NZ cents per litre,
2004w26,2004-06-25,Diesel Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w26,2004-06-25,Diesel taxes,8.1,nzd,NZ cents per litre,
2004w26,2004-06-25,Diesel price excluding taxes,61.8,nzd,NZ cents per litre,
2004w26,2004-06-25,Diesel main port price,69.9,nzd,NZ cents per litre,
2004w26,2004-06-25,Diesel discounted retail price,69.9,nzd,NZ cents per litre,
2004w26,2004-06-25,Diesel importer margin,17.3,nzd,NZ cents per litre,
2004w26,2004-06-25,Diesel margin trend,18.29771145,nzd,NZ cents per litre,
2004w26,2004-06-25,Petrol importer cost,44.6,nzd,NZ cents per litre,
2004w26,2004-06-25,Regular petrol Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w26,2004-06-25,Regular petrol GST,13,nzd,NZ cents per litre,
2004w26,2004-06-25,Regular petrol taxes,55,nzd,NZ cents per litre,
2004w26,2004-06-25,Regular petrol price excluding taxes,61.9,nzd,NZ cents per litre,
2004w26,2004-06-25,Regular petrol main port price,116.9,nzd,NZ cents per litre,
2004w26,2004-06-25,Regular petrol discounted retail price,116.9,nzd,NZ cents per litre,
2004w26,2004-06-25,Regular petrol importer margin,13.7,nzd,NZ cents per litre,
2004w26,2004-06-25,Regular petrol margin trend,13.47512809,nzd,NZ cents per litre,
2004w26,2004-06-25,Premium petrol 95R importer cost,52.28214286,nzd,NZ cents per litre,
2004w26,2004-06-25,Premium petrol 95R Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w26,2004-06-25,Premium petrol 95R GST,13.54444444,nzd,NZ cents per litre,
2004w26,2004-06-25,Premium petrol 95R taxes,55.50944444,nzd,NZ cents per litre,
2004w26,2004-06-25,Premium petrol 95R price excluding taxes,66.39055556,nzd,NZ cents per litre,
2004w26,2004-06-25,Premium petrol 95R main port price,121.9,nzd,NZ cents per litre,
2004w26,2004-06-25,Premium petrol 95R discounted retail price,121.9,nzd,NZ cents per litre,
2004w26,2004-06-25,Premium petrol 95R importer margin,14.1084127,nzd,NZ cents per litre,
2004w26,2004-06-25,Premium petrol 95R margin trend,13.65766362,nzd,NZ cents per litre,
2004w26,2004-06-25,Diesel main port price excluding taxes,61.8,nzd,NZ cents per litre,
2004w27,2004-07-02,Dubai crude (USD),32.19,usd,USD per barrel,
2004w27,2004-07-02,NZ US exchange rate,0.637,usd,USD per 1 NZD,
2004w27,2004-07-02,Dubai crude (NZD),50.51,nzd,NZD per barrel,
2004w27,2004-07-02,Diesel importer cost,45.8,nzd,NZ cents per litre,
2004w27,2004-07-02,Diesel Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w27,2004-07-02,Diesel GST,7.6,nzd,NZ cents per litre,
2004w27,2004-07-02,Diesel taxes,8,nzd,NZ cents per litre,
2004w27,2004-07-02,Diesel price excluding taxes,60.5,nzd,NZ cents per litre,
2004w27,2004-07-02,Diesel main port price,68.5,nzd,NZ cents per litre,
2004w27,2004-07-02,Diesel discounted retail price,68.5,nzd,NZ cents per litre,
2004w27,2004-07-02,Diesel importer margin,16.1,nzd,NZ cents per litre,
2004w27,2004-07-02,Diesel margin trend,18.30081114,nzd,NZ cents per litre,
2004w27,2004-07-02,Petrol importer cost,47.3,nzd,NZ cents per litre,
2004w27,2004-07-02,Regular petrol Emission Trading Scheme levy,0,nzd,NZ cents per litre,
2004w27,2004-07-02,Regular petrol GST,12.7,nzd,NZ cents per litre,
2004w27,2004-07-02,Regular petrol taxes,54.7,nzd,NZ cents per litre,
2004w27,2004-07-02,Regular petrol price excluding taxes,59.8,nzd,NZ cents per litre,
2004w27,2004-07-02,Regular petrol main port price,114.5,nzd,NZ cents per litre,
2004w27,2004-07-02,Regular petrol discounted retail price,114.5,nzd,NZ cents per litre,
2004w27,2004-07-02,Regular petrol importer margin,12.2,nzd,NZ cents per litre,
2004w27,2004-07-02,Regular petrol margin trend,13.45889374,nzd,NZ cents per litre,
